_id,uid,model,error_type,ref_word,hyp_word,start_time,end_time,clip_path
c21e8340,8202aed2-1def-4ecc-94dd-62c816f21ccc,google,sub,పుచ్చుక్కుళ్ళ,గొల్ల,3.6,3.9,wav_files/telugu/8202aed2-1def-4ecc-94dd-62c816f21ccc_16000.wav
f8dd52f5,8202aed2-1def-4ecc-94dd-62c816f21ccc,google,sub,ఎలా?,ఎలా,4.6,4.8,wav_files/telugu/8202aed2-1def-4ecc-94dd-62c816f21ccc_16000.wav
89e976e1,e4ee7f1d-d1ed-470a-95fa-669efee50c4e,google,sub,పిహెచ్,పీహెచ్,1.5,2.6,wav_files/telugu/e4ee7f1d-d1ed-470a-95fa-669efee50c4e_16000.wav
473509fa,e4ee7f1d-d1ed-470a-95fa-669efee50c4e,google,sub,సరివిగా,సరిగా,4.9,5.4,wav_files/telugu/e4ee7f1d-d1ed-470a-95fa-669efee50c4e_16000.wav
fc3da2cc,e4ee7f1d-d1ed-470a-95fa-669efee50c4e,google,sub,లేపోతే,లేకపోతే,5.4,6.3,wav_files/telugu/e4ee7f1d-d1ed-470a-95fa-669efee50c4e_16000.wav
b5a2e7d1,e4ee7f1d-d1ed-470a-95fa-669efee50c4e,google,sub,చేయాలి?,చేయాలి,6.9,7.4,wav_files/telugu/e4ee7f1d-d1ed-470a-95fa-669efee50c4e_16000.wav
54c07aeb,643a4843-94fb-4cf0-b8bd-416eac0d964e,google,ins,,పండు,1.2,1.5,wav_files/telugu/643a4843-94fb-4cf0-b8bd-416eac0d964e_16000.wav
3f1029b0,643a4843-94fb-4cf0-b8bd-416eac0d964e,google,sub,పంటలలో,లోని,1.5,1.6,wav_files/telugu/643a4843-94fb-4cf0-b8bd-416eac0d964e_16000.wav
cc05afde,643a4843-94fb-4cf0-b8bd-416eac0d964e,google,sub,రకాలెన్ని?,రకాలు,1.6,1.9,wav_files/telugu/643a4843-94fb-4cf0-b8bd-416eac0d964e_16000.wav
7b53966e,c1c550d6-e567-46ef-be39-26918d77f9a9,google,sub,మిరపనారు,మిరప,0.5,1.4,wav_files/telugu/c1c550d6-e567-46ef-be39-26918d77f9a9_16000.wav
30aa7ed8,c1c550d6-e567-46ef-be39-26918d77f9a9,google,sub,కాండం,నారు,1.4,1.5,wav_files/telugu/c1c550d6-e567-46ef-be39-26918d77f9a9_16000.wav
43596850,c1c550d6-e567-46ef-be39-26918d77f9a9,google,sub,కుళ్ళుడు,కానపుడు,1.5,2.4,wav_files/telugu/c1c550d6-e567-46ef-be39-26918d77f9a9_16000.wav
1aef9f67,df2f4f50-2438-4137-ae2b-efa855f23525,google,ins,,పండు,1.2,1.5,wav_files/telugu/df2f4f50-2438-4137-ae2b-efa855f23525_16000.wav
ea37bd7f,df2f4f50-2438-4137-ae2b-efa855f23525,google,sub,పంటలోని,లోని,1.5,1.7,wav_files/telugu/df2f4f50-2438-4137-ae2b-efa855f23525_16000.wav
6fc860a7,df2f4f50-2438-4137-ae2b-efa855f23525,google,sub,రకాలెన్ని?,రకాలు,1.7,2.0,wav_files/telugu/df2f4f50-2438-4137-ae2b-efa855f23525_16000.wav
23582457,478fe15b-c785-4001-ba31-40480b441c10,google,del,<unintelligible>,,0.0,0.773,wav_files/telugu/478fe15b-c785-4001-ba31-40480b441c10_16000.wav
bd20e8c0,97e1aeac-5998-43c7-ac56-b3b16f844979,google,ins,,నిమ్మ,3.0,3.2,wav_files/telugu/97e1aeac-5998-43c7-ac56-b3b16f844979_16000.wav
c51d06a0,97e1aeac-5998-43c7-ac56-b3b16f844979,google,sub,నిమ్మరసం,రసం,3.2,3.5,wav_files/telugu/97e1aeac-5998-43c7-ac56-b3b16f844979_16000.wav
bb0b81a8,97e1aeac-5998-43c7-ac56-b3b16f844979,google,sub,విధానం.,విధానం,3.8,4.2,wav_files/telugu/97e1aeac-5998-43c7-ac56-b3b16f844979_16000.wav
6ea1a7ae,d4053915-050e-4450-8205-0f552df3448d,google,ins,,మెదడులో,0.0,1.6,wav_files/telugu/d4053915-050e-4450-8205-0f552df3448d_16000.wav
d8fce9ed,d4053915-050e-4450-8205-0f552df3448d,google,sub,మిరప,ఏ,1.6,1.6,wav_files/telugu/d4053915-050e-4450-8205-0f552df3448d_16000.wav
d6057127,d4053915-050e-4450-8205-0f552df3448d,google,sub,తోటలో,ఊరు,1.6,1.9,wav_files/telugu/d4053915-050e-4450-8205-0f552df3448d_16000.wav
f8a6a842,d4053915-050e-4450-8205-0f552df3448d,google,sub,వేరుకుళ్ళుడు,పిల్లడు,1.9,2.3,wav_files/telugu/d4053915-050e-4450-8205-0f552df3448d_16000.wav
d20d201c,cbe8ab28-6e1e-4420-ae82-f9f83cd31436,google,del,ఈ,,0.0,4.394,wav_files/telugu/cbe8ab28-6e1e-4420-ae82-f9f83cd31436_16000.wav
5edbaf43,cbe8ab28-6e1e-4420-ae82-f9f83cd31436,google,sub,రోజు,ఈరోజు,0.0,1.8,wav_files/telugu/cbe8ab28-6e1e-4420-ae82-f9f83cd31436_16000.wav
4d6e152d,cbe8ab28-6e1e-4420-ae82-f9f83cd31436,google,sub,<unclear>,రేట్స్,2.6,3.1,wav_files/telugu/cbe8ab28-6e1e-4420-ae82-f9f83cd31436_16000.wav
ca9fd41f,2d1d032d-5578-4794-ba33-7295b63aa959,google,sub,తీసుకోవలసిన,తీసుకోవాల్సిన,4.0,4.7,wav_files/telugu/2d1d032d-5578-4794-ba33-7295b63aa959_16000.wav
3754621f,2d1d032d-5578-4794-ba33-7295b63aa959,google,sub,మందుల,మందులు,9.8,10.7,wav_files/telugu/2d1d032d-5578-4794-ba33-7295b63aa959_16000.wav
97eca0f2,2d1d032d-5578-4794-ba33-7295b63aa959,google,sub,వివరించండి?,వివరించండి,10.8,11.7,wav_files/telugu/2d1d032d-5578-4794-ba33-7295b63aa959_16000.wav
a836ddfd,59a598ad-1f97-4b77-b06a-00c82432238e,google,ins,,కందుల,0.4,1.4,wav_files/telugu/59a598ad-1f97-4b77-b06a-00c82432238e_16000.wav
15cb3592,59a598ad-1f97-4b77-b06a-00c82432238e,google,sub,కందులకి,కి,1.4,1.6,wav_files/telugu/59a598ad-1f97-4b77-b06a-00c82432238e_16000.wav
827fbb1b,59a598ad-1f97-4b77-b06a-00c82432238e,google,sub,వాడాలి?,వాడాలి,2.4,2.5,wav_files/telugu/59a598ad-1f97-4b77-b06a-00c82432238e_16000.wav
b9d9a0b8,719de253-5bed-4cc5-9fa9-6b5300826b64,google,ins,,మిరప,0.0,1.5,wav_files/telugu/719de253-5bed-4cc5-9fa9-6b5300826b64_16000.wav
d94cfb28,719de253-5bed-4cc5-9fa9-6b5300826b64,google,ins,,లో,1.5,1.6,wav_files/telugu/719de253-5bed-4cc5-9fa9-6b5300826b64_16000.wav
27d160a2,719de253-5bed-4cc5-9fa9-6b5300826b64,google,sub,మిరపలో,వేరు,1.6,2.0,wav_files/telugu/719de253-5bed-4cc5-9fa9-6b5300826b64_16000.wav
894fe0ca,719de253-5bed-4cc5-9fa9-6b5300826b64,google,sub,వేరుకుళ్ళుడు,కుళ్లు,2.0,2.0,wav_files/telugu/719de253-5bed-4cc5-9fa9-6b5300826b64_16000.wav
509b663c,719de253-5bed-4cc5-9fa9-6b5300826b64,google,del,తెలుపగలరు?,,0.0,3.233,wav_files/telugu/719de253-5bed-4cc5-9fa9-6b5300826b64_16000.wav
f4351890,0779bd22-f5f4-442f-945f-9845db965284,google,sub,వేరుశనగ,కీర్తి,0.0,1.4,wav_files/telugu/0779bd22-f5f4-442f-945f-9845db965284_16000.wav
151d3d1b,0779bd22-f5f4-442f-945f-9845db965284,google,sub,కాయ,నీకే,1.4,1.8,wav_files/telugu/0779bd22-f5f4-442f-945f-9845db965284_16000.wav
11aab931,7562faf2-4e84-4420-9160-fe734b302eb5,google,sub,తెగులుకు,తెగులు,1.8,2.1,wav_files/telugu/7562faf2-4e84-4420-9160-fe734b302eb5_16000.wav
f6e0dd06,7562faf2-4e84-4420-9160-fe734b302eb5,google,sub,నివారణ.,నివారణ,2.1,2.7,wav_files/telugu/7562faf2-4e84-4420-9160-fe734b302eb5_16000.wav
9ad792fb,f98814c8-2b7a-49aa-aedf-0223744f0170,google,del,<unintelligible>,,0.0,0.293,wav_files/telugu/f98814c8-2b7a-49aa-aedf-0223744f0170_16000.wav
79c27e13,605f884e-485e-4ac5-add7-34d716b259b2,google,del,వరి,,0.0,2.014,wav_files/telugu/605f884e-485e-4ac5-add7-34d716b259b2_16000.wav
1cd51d03,605f884e-485e-4ac5-add7-34d716b259b2,google,sub,ఎర్ర,మరి,0.4,1.3,wav_files/telugu/605f884e-485e-4ac5-add7-34d716b259b2_16000.wav
1a590e30,605f884e-485e-4ac5-add7-34d716b259b2,google,sub,మచ్చ,ఎడమ,1.3,1.6,wav_files/telugu/605f884e-485e-4ac5-add7-34d716b259b2_16000.wav
98ffd3f9,605f884e-485e-4ac5-add7-34d716b259b2,google,sub,తెగులు.,చేతికి,1.6,1.9,wav_files/telugu/605f884e-485e-4ac5-add7-34d716b259b2_16000.wav
33ce29d2,cf80e060-97a2-4b92-ad1d-650b5ec60e45,google,del,ఏ,,0.0,6.053,wav_files/telugu/cf80e060-97a2-4b92-ad1d-650b5ec60e45_16000.wav
c549426f,cf80e060-97a2-4b92-ad1d-650b5ec60e45,google,sub,ఇరవై,20,2.0,2.4,wav_files/telugu/cf80e060-97a2-4b92-ad1d-650b5ec60e45_16000.wav
7be11944,cf80e060-97a2-4b92-ad1d-650b5ec60e45,google,sub,ఇరవై,20,2.4,2.7,wav_files/telugu/cf80e060-97a2-4b92-ad1d-650b5ec60e45_16000.wav
f24b03c8,cf80e060-97a2-4b92-ad1d-650b5ec60e45,google,sub,సున్నా,0,2.7,2.8,wav_files/telugu/cf80e060-97a2-4b92-ad1d-650b5ec60e45_16000.wav
4b9235ed,cf80e060-97a2-4b92-ad1d-650b5ec60e45,google,sub,పదమూడు,13,2.8,3.0,wav_files/telugu/cf80e060-97a2-4b92-ad1d-650b5ec60e45_16000.wav
44f9a8a6,cf80e060-97a2-4b92-ad1d-650b5ec60e45,google,sub,వాడొచ్చు?,వాడొచ్చు,4.2,4.8,wav_files/telugu/cf80e060-97a2-4b92-ad1d-650b5ec60e45_16000.wav
8d706a2f,b791107c-a1e3-4028-b246-51bbaabc270c,google,del,ఏ,,0.0,47.254,wav_files/telugu/b791107c-a1e3-4028-b246-51bbaabc270c_16000.wav
907b8f13,b791107c-a1e3-4028-b246-51bbaabc270c,google,del,సరీగ,,0.0,47.254,wav_files/telugu/b791107c-a1e3-4028-b246-51bbaabc270c_16000.wav
7bf7d310,b791107c-a1e3-4028-b246-51bbaabc270c,google,sub,కూర్చో,తెలుగు,0.0,32.2,wav_files/telugu/b791107c-a1e3-4028-b246-51bbaabc270c_16000.wav
d35af80f,6ed50b1e-47e1-4e0f-84dd-239bf5f297e7,google,ins,,వేరు,1.4,1.8,wav_files/telugu/6ed50b1e-47e1-4e0f-84dd-239bf5f297e7_16000.wav
22133618,6ed50b1e-47e1-4e0f-84dd-239bf5f297e7,google,sub,వేరుకుళ్ళుడు,కుళ్లు,1.8,1.8,wav_files/telugu/6ed50b1e-47e1-4e0f-84dd-239bf5f297e7_16000.wav
94697839,6ed50b1e-47e1-4e0f-84dd-239bf5f297e7,google,del,తెలపగలరు?,,0.0,3.193,wav_files/telugu/6ed50b1e-47e1-4e0f-84dd-239bf5f297e7_16000.wav
8cef50cf,fb3e257d-fdb8-4d3c-bb34-622855e4b6ff,google,ins,,పొలం,1.9,2.1,wav_files/telugu/fb3e257d-fdb8-4d3c-bb34-622855e4b6ff_16000.wav
7a87fa64,fb3e257d-fdb8-4d3c-bb34-622855e4b6ff,google,sub,పురుగుకి,కి,2.1,2.4,wav_files/telugu/fb3e257d-fdb8-4d3c-bb34-622855e4b6ff_16000.wav
e063ce9d,fb3e257d-fdb8-4d3c-bb34-622855e4b6ff,google,sub,వాడాలి?,వాడాలి,2.8,3.2,wav_files/telugu/fb3e257d-fdb8-4d3c-bb34-622855e4b6ff_16000.wav
7f07994c,c9973fb4-46ac-4e1e-9284-4f9343e73bb4,google,sub,ముడతకు,ముడత,3.8,4.0,wav_files/telugu/c9973fb4-46ac-4e1e-9284-4f9343e73bb4_16000.wav
ebd5fd85,c9973fb4-46ac-4e1e-9284-4f9343e73bb4,google,del,ఎరువులు,,0.0,7.713,wav_files/telugu/c9973fb4-46ac-4e1e-9284-4f9343e73bb4_16000.wav
021b0971,c9973fb4-46ac-4e1e-9284-4f9343e73bb4,google,del,స్ప్రే,,0.0,7.713,wav_files/telugu/c9973fb4-46ac-4e1e-9284-4f9343e73bb4_16000.wav
25f70d29,c9973fb4-46ac-4e1e-9284-4f9343e73bb4,google,sub,చేయాలి?,చేయాలి,5.0,6.4,wav_files/telugu/c9973fb4-46ac-4e1e-9284-4f9343e73bb4_16000.wav
be344fca,a6646d81-2b60-4b80-b03d-9c2bdeda1699,google,ins,,టైం,1.7,2.3,wav_files/telugu/a6646d81-2b60-4b80-b03d-9c2bdeda1699_16000.wav
3333e552,a6646d81-2b60-4b80-b03d-9c2bdeda1699,google,ins,,ఎటాక్,2.3,2.7,wav_files/telugu/a6646d81-2b60-4b80-b03d-9c2bdeda1699_16000.wav
8d895034,a6646d81-2b60-4b80-b03d-9c2bdeda1699,google,sub,తైమెతాక్సియం,సీఎం,2.7,3.1,wav_files/telugu/a6646d81-2b60-4b80-b03d-9c2bdeda1699_16000.wav
19ac3f96,a6646d81-2b60-4b80-b03d-9c2bdeda1699,google,del,చేస్తది?,,0.0,4.633,wav_files/telugu/a6646d81-2b60-4b80-b03d-9c2bdeda1699_16000.wav
5753ed5d,070ecd41-8b82-4916-b833-8dc6aa0647fe,google,sub,దిగుమడి,దిగుబడి,3.3,3.4,wav_files/telugu/070ecd41-8b82-4916-b833-8dc6aa0647fe_16000.wav
5343e5e7,070ecd41-8b82-4916-b833-8dc6aa0647fe,google,sub,వాడాలి?,వాడాలి,5.1,5.5,wav_files/telugu/070ecd41-8b82-4916-b833-8dc6aa0647fe_16000.wav
74fc044f,1ee77866-2a51-426c-969d-35f2972d6205,google,sub,వరిపంట,వరి,0.6,1.4,wav_files/telugu/1ee77866-2a51-426c-969d-35f2972d6205_16000.wav
7c56de05,1ee77866-2a51-426c-969d-35f2972d6205,google,sub,వేసిన,పంట,1.4,1.8,wav_files/telugu/1ee77866-2a51-426c-969d-35f2972d6205_16000.wav
7436c0fc,1ee77866-2a51-426c-969d-35f2972d6205,google,sub,ఇరవై,వేసిన,1.8,2.2,wav_files/telugu/1ee77866-2a51-426c-969d-35f2972d6205_16000.wav
3a8cea90,1ee77866-2a51-426c-969d-35f2972d6205,google,sub,రెండు,20,2.2,2.5,wav_files/telugu/1ee77866-2a51-426c-969d-35f2972d6205_16000.wav
08dbbd3b,1ee77866-2a51-426c-969d-35f2972d6205,google,del,ఏం,,0.0,4.614,wav_files/telugu/1ee77866-2a51-426c-969d-35f2972d6205_16000.wav
9b7743ad,1ee77866-2a51-426c-969d-35f2972d6205,google,del,చేయాలి?,,0.0,4.614,wav_files/telugu/1ee77866-2a51-426c-969d-35f2972d6205_16000.wav
532eb255,7212058b-53f4-48a2-9562-1028e8963eb9,google,del,nan,,0.0,2.534,wav_files/telugu/7212058b-53f4-48a2-9562-1028e8963eb9_16000.wav
373dcc0a,21e0ea1e-581d-4e9a-8aa5-a493bfe2844b,google,del,<unintelligible>,,0.0,2.534,wav_files/telugu/21e0ea1e-581d-4e9a-8aa5-a493bfe2844b_16000.wav
5b1a4782,eedc2a9e-afe3-45a1-8414-612e31bfd721,google,sub,వాడాలి?,వాడాలి,4.5,5.0,wav_files/telugu/eedc2a9e-afe3-45a1-8414-612e31bfd721_16000.wav
3c1cda48,e0c036bb-8212-48c5-8121-85d9c2611ecc,google,del,సూచన,,0.0,7.833,wav_files/telugu/e0c036bb-8212-48c5-8121-85d9c2611ecc_16000.wav
27bdccfa,e0c036bb-8212-48c5-8121-85d9c2611ecc,google,sub,చెప్పండి.,చెప్పండి,5.0,6.1,wav_files/telugu/e0c036bb-8212-48c5-8121-85d9c2611ecc_16000.wav
b607b40c,a4d173e0-5ddb-4c0a-bdfb-3b5484b258cd,google,sub,చెప్పండి?,చెప్పండి,3.2,3.5,wav_files/telugu/a4d173e0-5ddb-4c0a-bdfb-3b5484b258cd_16000.wav
e8d112a4,7994fec0-b03d-482b-9b68-bfab58250af0,google,sub,ఉన్నాయి?,ఉన్నాయి,2.4,2.7,wav_files/telugu/7994fec0-b03d-482b-9b68-bfab58250af0_16000.wav
c8593bc0,396d54a6-7be2-4b0a-a763-14269fb9169d,google,del,చేనుకి,,0.0,6.293,wav_files/telugu/396d54a6-7be2-4b0a-a763-14269fb9169d_16000.wav
a2fd94fb,396d54a6-7be2-4b0a-a763-14269fb9169d,google,del,పచ్చ,,0.0,6.293,wav_files/telugu/396d54a6-7be2-4b0a-a763-14269fb9169d_16000.wav
833844df,396d54a6-7be2-4b0a-a763-14269fb9169d,google,del,<unclear>,,0.0,6.293,wav_files/telugu/396d54a6-7be2-4b0a-a763-14269fb9169d_16000.wav
12c400b0,396d54a6-7be2-4b0a-a763-14269fb9169d,google,sub,పురుగు,సెంటర్,0.0,2.2,wav_files/telugu/396d54a6-7be2-4b0a-a763-14269fb9169d_16000.wav
b1e6dc2b,396d54a6-7be2-4b0a-a763-14269fb9169d,google,sub,ఎక్కువ,ఎక్కడ,2.2,3.4,wav_files/telugu/396d54a6-7be2-4b0a-a763-14269fb9169d_16000.wav
05eef540,396d54a6-7be2-4b0a-a763-14269fb9169d,google,sub,ఉంది.,ఉంది,3.4,3.7,wav_files/telugu/396d54a6-7be2-4b0a-a763-14269fb9169d_16000.wav
3d4e271a,4698ab27-e59a-4c4b-adee-db1d246c256f,google,sub,నివారించుకోవాలి?,నివారించుకోవాలి,5.1,5.7,wav_files/telugu/4698ab27-e59a-4c4b-adee-db1d246c256f_16000.wav
9baa0671,912eef8e-9e3d-48ed-8da0-bf934f1a60c3,google,sub,నివారించాలి?,నివారించాలి,6.9,7.9,wav_files/telugu/912eef8e-9e3d-48ed-8da0-bf934f1a60c3_16000.wav
a7b5ceb9,323284a2-de70-44f2-98e1-3a0fbc7f0f90,google,del,మిర్చి,,0.0,6.713,wav_files/telugu/323284a2-de70-44f2-98e1-3a0fbc7f0f90_16000.wav
a589c082,323284a2-de70-44f2-98e1-3a0fbc7f0f90,google,del,లో,,0.0,6.713,wav_files/telugu/323284a2-de70-44f2-98e1-3a0fbc7f0f90_16000.wav
acbd77a7,323284a2-de70-44f2-98e1-3a0fbc7f0f90,google,del,ఆకు,,0.0,6.713,wav_files/telugu/323284a2-de70-44f2-98e1-3a0fbc7f0f90_16000.wav
b40c6e40,323284a2-de70-44f2-98e1-3a0fbc7f0f90,google,del,ముడతకు,,0.0,6.713,wav_files/telugu/323284a2-de70-44f2-98e1-3a0fbc7f0f90_16000.wav
56fba719,323284a2-de70-44f2-98e1-3a0fbc7f0f90,google,del,ఎలాంటి,,0.0,6.713,wav_files/telugu/323284a2-de70-44f2-98e1-3a0fbc7f0f90_16000.wav
b582de7c,323284a2-de70-44f2-98e1-3a0fbc7f0f90,google,del,రసాయనాలు,,0.0,6.713,wav_files/telugu/323284a2-de70-44f2-98e1-3a0fbc7f0f90_16000.wav
5a63327b,323284a2-de70-44f2-98e1-3a0fbc7f0f90,google,del,పిచికారీ,,0.0,6.713,wav_files/telugu/323284a2-de70-44f2-98e1-3a0fbc7f0f90_16000.wav
1212351e,323284a2-de70-44f2-98e1-3a0fbc7f0f90,google,sub,చేయాలి?,చేయాలి,0.0,5.1,wav_files/telugu/323284a2-de70-44f2-98e1-3a0fbc7f0f90_16000.wav
00a5c6f6,eeb9a1d6-dfa5-4fee-a501-cd6136a0654c,google,sub,మార్కెట్లో?,మార్కెట్లో,4.8,5.8,wav_files/telugu/eeb9a1d6-dfa5-4fee-a501-cd6136a0654c_16000.wav
5cdfbae6,8c48f1fe-7652-48d9-887c-f704c507d8bd,google,sub,చేయాలి?,చేయాలి,1.9,2.6,wav_files/telugu/8c48f1fe-7652-48d9-887c-f704c507d8bd_16000.wav
6701fb10,3b68cb1c-7374-43f1-b46a-dd6d25c0249a,google,del,రెండు,,0.0,11.573,wav_files/telugu/3b68cb1c-7374-43f1-b46a-dd6d25c0249a_16000.wav
4fb45737,3b68cb1c-7374-43f1-b46a-dd6d25c0249a,google,del,వేల,,0.0,11.573,wav_files/telugu/3b68cb1c-7374-43f1-b46a-dd6d25c0249a_16000.wav
9744f87f,3b68cb1c-7374-43f1-b46a-dd6d25c0249a,google,del,ఇరవై,,0.0,11.573,wav_files/telugu/3b68cb1c-7374-43f1-b46a-dd6d25c0249a_16000.wav
c7838735,3b68cb1c-7374-43f1-b46a-dd6d25c0249a,google,sub,అయిదు,2020,0.2,3.4,wav_files/telugu/3b68cb1c-7374-43f1-b46a-dd6d25c0249a_16000.wav
3ec7079c,3b68cb1c-7374-43f1-b46a-dd6d25c0249a,google,del,బలం,,0.0,11.573,wav_files/telugu/3b68cb1c-7374-43f1-b46a-dd6d25c0249a_16000.wav
b9965dbc,3b68cb1c-7374-43f1-b46a-dd6d25c0249a,google,sub,తెలుపుము?,ఫలం,4.1,4.7,wav_files/telugu/3b68cb1c-7374-43f1-b46a-dd6d25c0249a_16000.wav
dc7e1e0a,395931e2-1d40-4125-ba53-9b2be1a01a5f,google,sub,కింది,క్రింది,3.0,3.3,wav_files/telugu/395931e2-1d40-4125-ba53-9b2be1a01a5f_16000.wav
c784c3e0,395931e2-1d40-4125-ba53-9b2be1a01a5f,google,sub,వాడాలి?,వాడాలి,4.7,4.9,wav_files/telugu/395931e2-1d40-4125-ba53-9b2be1a01a5f_16000.wav
25bd497a,ecf6c100-4081-43c9-8ea3-35ba33a39f2f,google,sub,తెగుళ్ళు,తెగుళ్లు,2.1,3.0,wav_files/telugu/ecf6c100-4081-43c9-8ea3-35ba33a39f2f_16000.wav
3a55c4d0,cd261fc3-e1b9-42bd-a99a-0eb9dfb8a8aa,google,ins,,అలా,0.0,2.4,wav_files/telugu/cd261fc3-e1b9-42bd-a99a-0eb9dfb8a8aa_16000.wav
dd22a7ef,cd261fc3-e1b9-42bd-a99a-0eb9dfb8a8aa,google,sub,అలసంది,సంధి,2.4,2.9,wav_files/telugu/cd261fc3-e1b9-42bd-a99a-0eb9dfb8a8aa_16000.wav
19292a35,f85505ed-b9f4-48f6-a727-05a9fb024b9f,google,sub,ఎలా?,ఎలా,3.0,3.3,wav_files/telugu/f85505ed-b9f4-48f6-a727-05a9fb024b9f_16000.wav
7367ce5e,66a77302-d8b5-4ae0-be31-b7e027e0711a,google,ins,,పద్ధతులు,2.5,3.3,wav_files/telugu/66a77302-d8b5-4ae0-be31-b7e027e0711a_16000.wav
49f6ad42,66a77302-d8b5-4ae0-be31-b7e027e0711a,google,sub,పద్ధతుల్లో,లో,3.3,3.5,wav_files/telugu/66a77302-d8b5-4ae0-be31-b7e027e0711a_16000.wav
349ccac3,66a77302-d8b5-4ae0-be31-b7e027e0711a,google,sub,నివారణా,నివారణ,5.6,6.2,wav_files/telugu/66a77302-d8b5-4ae0-be31-b7e027e0711a_16000.wav
1d39f0f3,e88fa63b-7a65-4ab7-85ed-83f9659770a8,google,sub,శనగలో,ఎన్నికల్లో,0.0,1.9,wav_files/telugu/e88fa63b-7a65-4ab7-85ed-83f9659770a8_16000.wav
3db59b49,e88fa63b-7a65-4ab7-85ed-83f9659770a8,google,sub,లద్దె,లబ్ధి,1.9,2.0,wav_files/telugu/e88fa63b-7a65-4ab7-85ed-83f9659770a8_16000.wav
2362f05e,e88fa63b-7a65-4ab7-85ed-83f9659770a8,google,sub,పురుగు,ఫుల్,2.0,2.5,wav_files/telugu/e88fa63b-7a65-4ab7-85ed-83f9659770a8_16000.wav
986ac55a,e88fa63b-7a65-4ab7-85ed-83f9659770a8,google,sub,వివరించండి?,వివరించండి,3.0,3.6,wav_files/telugu/e88fa63b-7a65-4ab7-85ed-83f9659770a8_16000.wav
d8d6215e,3a535087-e080-4d40-9237-2c86b3e661a6,google,sub,చేయాలి?,చేయాలి,4.0,4.4,wav_files/telugu/3a535087-e080-4d40-9237-2c86b3e661a6_16000.wav
2a7bd03a,e1ea5c2f-d2ac-478b-bdee-ffa3b7f3d1fa,google,sub,పంటల్లో,పంటలో,2.3,2.8,wav_files/telugu/e1ea5c2f-d2ac-478b-bdee-ffa3b7f3d1fa_16000.wav
030e7537,e1ea5c2f-d2ac-478b-bdee-ffa3b7f3d1fa,google,sub,తెలపండి?,తెలపండి,4.7,4.9,wav_files/telugu/e1ea5c2f-d2ac-478b-bdee-ffa3b7f3d1fa_16000.wav
e3296fd5,0bb15d46-b9b7-4842-8c08-3b3261d854f8,google,sub,గణాపురం,గణపురం,2.0,3.1,wav_files/telugu/0bb15d46-b9b7-4842-8c08-3b3261d854f8_16000.wav
ffc0a6f8,0bb15d46-b9b7-4842-8c08-3b3261d854f8,google,sub,ఉంటుంది?,ఉంటుంది,3.7,4.2,wav_files/telugu/0bb15d46-b9b7-4842-8c08-3b3261d854f8_16000.wav
413d18d7,d8b34542-4c15-4119-abfa-9b71401a1c52,google,sub,కందులో,కందుల,0.7,3.1,wav_files/telugu/d8b34542-4c15-4119-abfa-9b71401a1c52_16000.wav
efb08234,d8b34542-4c15-4119-abfa-9b71401a1c52,google,sub,ఉండాలి?,ఉన్నాయి,3.7,4.2,wav_files/telugu/d8b34542-4c15-4119-abfa-9b71401a1c52_16000.wav
317412ff,7469d47b-365c-4598-a2aa-9b71eea1a0ab,google,ins,,తోట,1.6,1.8,wav_files/telugu/7469d47b-365c-4598-a2aa-9b71eea1a0ab_16000.wav
3fb17952,7469d47b-365c-4598-a2aa-9b71eea1a0ab,google,sub,తోటలో,లో,1.8,1.9,wav_files/telugu/7469d47b-365c-4598-a2aa-9b71eea1a0ab_16000.wav
c585f155,7469d47b-365c-4598-a2aa-9b71eea1a0ab,google,sub,"ముడత,",ముడత,2.1,2.2,wav_files/telugu/7469d47b-365c-4598-a2aa-9b71eea1a0ab_16000.wav
309d0c30,7469d47b-365c-4598-a2aa-9b71eea1a0ab,google,del,కు,,0.0,4.633,wav_files/telugu/7469d47b-365c-4598-a2aa-9b71eea1a0ab_16000.wav
bad9aa42,7469d47b-365c-4598-a2aa-9b71eea1a0ab,google,sub,వాడాలి?,వాడాలి,3.6,3.8,wav_files/telugu/7469d47b-365c-4598-a2aa-9b71eea1a0ab_16000.wav
c0413ff4,37692c33-7f95-4931-8a38-ad30d517ea9a,google,del,కి,,0.0,5.413,wav_files/telugu/37692c33-7f95-4931-8a38-ad30d517ea9a_16000.wav
cdee20dc,37692c33-7f95-4931-8a38-ad30d517ea9a,google,sub,కొట్టాలి?,కొట్టాలి,4.2,4.3,wav_files/telugu/37692c33-7f95-4931-8a38-ad30d517ea9a_16000.wav
837e3035,f0791cef-2fc2-47f3-9112-c8c0bc55e00c,google,sub,తెలపండి?,తెలపండి,5.4,5.6,wav_files/telugu/f0791cef-2fc2-47f3-9112-c8c0bc55e00c_16000.wav
7294c4d6,4404e39d-e9e7-49fe-8638-3ec8146e966c,google,sub,నివారణ.,నివారణ,3.7,4.2,wav_files/telugu/4404e39d-e9e7-49fe-8638-3ec8146e966c_16000.wav
4401a9d6,7cc41967-bbc1-4133-ba31-c02af4818e1d,google,sub,"మిలన్,",మిలన్,2.4,2.6,wav_files/telugu/7cc41967-bbc1-4133-ba31-c02af4818e1d_16000.wav
e0f11812,7cc41967-bbc1-4133-ba31-c02af4818e1d,google,sub,వేసుకోవచ్చా?,వేసుకోవచ్చా,3.6,4.5,wav_files/telugu/7cc41967-bbc1-4133-ba31-c02af4818e1d_16000.wav
