term,category
गाविन,Generic
गाहु,Crop
गाहो,Generic
गाहों,Generic
गा।,Generic
गिया,Generic
गिर,Generic
गिरता,Generic
गिरना,Generic
गिरना।,Generic
गिरने,Generic
गिरल,Variety
गिरा,Generic
गिराए,Generic
गिराए।,Generic
गिराने,Generic
गिराया,Generic
गिरुया,Generic
गिरे,Generic
गिरेगा,Generic
गिला,Generic
गिल्ली,Generic
गिल्हेरिया,Pest/Disease
गीति,Generic
गीया,Generic
गीया।,Generic
गीला,Generic
गीली,Generic
गुजर,Generic
गुठली,Generic
गुड,Generic
गुडगुडा,Generic
गुड़गुरा,Generic
गुड़वत्ता,Generic
गुड़हल,Crop
गुड़ाई,Generic
गुड़िया।,Generic
गुण,Generic
गुणवत्ता,Generic
गुनसार,Generic
गुना,Generic
गुनुवा,Generic
गुने,Numeral
गुम,Generic
गुमान्डी,Generic
गुरारू,Crop
गुरुआ,Generic
गुलड़,Generic
गुलाब,Crop
गुलाबाग,Generic
गुवा,Crop
गूगल,Generic
गे,Generic
गेंदा,Crop
गेंदे,Crop
गेंदो,Crop
गेंहु,Crop
गेंहू,Crop
गेंहू,Crop
गेट,Generic
गेठिया,Pest/Disease
गेना,Generic
गेमें,Crop
गेवलिया,Generic
गेहुंसरानी,Variety
गेहू,Crop
गेहूँ,Crop
गेहूं,Crop
गेहूंन,Crop
गेहूं,Crop
गेहूरे,Crop
गेहेराई,Generic
गैस,Generic
गो,Generic
गोंद,Generic
गोख,Generic
गोघाने,Generic
गोठास्त्र,Generic
गोडर्मा,Generic
गोड़,Generic
गोदाम,Agriculture unit
गोधन,Soil Nutrient/Fertiliser
गोधान,Generic
गोबर,Soil Nutrient/Fertiliser
गोबी,Crop
गोभिना,Generic
गोभी,Crop
गोभीना,Generic
गोम,Generic
गोर,Generic
गोली,Generic
गोल्डनी,Variety
गोसाय,Generic
गोहु,Crop
गोहुम,Crop
गोहुम,Crop
गो।,Generic
गौर,Generic
ग्यारह,Numeral
ग्यासी,Generic
ग्राफटेट,Generic
ग्राफ्टिंग,Generic
ग्राम,Crop
ग्रास,Generic
ग्रासशोप्पेर,Pest/Disease
ग्रीन,Generic
ग्रेट,Generic
ग्रेड,Generic
ग्रो,Generic
ग्रोथ,Generic
ग्लाइफोसेट,Generic
ग्लाईफ्लोसेट,Pest/Disease
ग्वाभा,Generic
घंघरा,Generic
घंटो,Generic
घटना,Generic
घटा,Generic
घटाई,Generic
घड़का,Generic
घड़ाड़ी,Generic
घड़ारी,Generic
घड़ी,Generic
घन,Generic
घनजीवा,Generic
घनजीवामृत,Soil Nutrient/Fertiliser
घन्ना,Crop
घर,Generic
घरवा,Generic
घरारी,Generic
घरिया,Generic
घरे,Generic
घरेलु,Generic
घरेलू,Generic
घरेलू,Generic
घवद,Generic
घा,Generic
घाव,Symptom
घास,Generic
घासो,Generic
घास,Generic
घिवरा,Generic
घिही,Generic
घीवड़ा,Variety
घुँघराहट,Generic
घुन,Pest/Disease
घुनी,Generic
घुराह,Generic
घुसाएँगे,Generic
घूमता,Generic
घूमेके,Generic
घेउड़ा,Generic
घेऊड़ा,Crop
घेममे,Generic
घेरना,Generic
घोटार,Generic
घोड़पराश,Generic
घोड़परास,Generic
घोपराबस,Pest/Disease
घोपराश,Soil Nutrient/Fertiliser
घोप्रास,Generic
घोरिया,Generic
चकरा,Generic
चक्र,Generic
चट,Generic
चटनी,Generic
चडता,Generic
चडावे,Generic
चढ़ता,Generic
चढ़ते,Generic
चढ़हाने,Generic
चढ़ाना,Generic
चढ़ाया,Generic
चतरा,Generic
चतुरा,Variety
चत्तरमार,Generic
चना,Crop
चना,Crop
चने,Crop
चन्ना,Crop
चप,Generic
चपले,Generic
चपुवा,Pest/Disease
चमकक्न,Generic
चमोकन,Generic
चयन,Generic
चयन।,Generic
चर,Generic
चरखी,Generic
चरचा।,Generic
चरण,Generic
चरने,Generic
चरस,Generic
चराएं,Generic
चरी,Generic
चरैला,Crop
चर्चा,Generic
चर्चा,Generic
चल,Generic
चलकर,Generic
चलता,Generic
चलाए,Generic
चलाएं,Generic
चलानी,Generic
चलाय,Generic
चलाया,Generic
चलाये,Generic
चलावे,Generic
चलिए।,Generic
चले,Generic
चलेगा,Generic
चलो,Generic
चलो,Generic
चहिये,Generic
चांचद,Generic
चाचा,Generic
चाट,Generic
चाना,Crop
चाय,Crop
चायपत्ती,Crop
चार,Numeral
चारसो,Numeral
चारा,Generic
चारे,Generic
चाला,Generic
चालान,Generic
चालिस,Numeral
चालीस,Numeral
चालु,Generic
चालू,Generic
चावड़ी,Variety
चावल,Crop
चावल,Crop
चाहता,Generic
चाहती,Generic
चाहते,Generic
चाहा,Generic
चाहि,Generic
चाहिए,Generic
चाहिए,Generic
चाहिम,Generic
चाहिये,Generic
चाहि।,Generic
चाही,Generic
चाही।,Generic
चाहे,Generic
चिआने,Generic
चिकंदर,Crop
चिकन,Generic
चिट,Generic
चिटने,Generic
चिटुआ,Generic
चिटेंगे,Pest/Disease
चिट्टा,Pest/Disease
चिट्टी,Generic
चिट्ठी,Generic
चिड़े,Pest/Disease
चित्ता,Generic
चिनल,Generic
चिरचिरा,Generic
चिरागी,Variety
चिल्ली,Crop
ची,Generic
चीकंदर,Crop
चीज,Generic
चीज़,Generic
चीजे,Generic
चीज,Generic
चीटियां,Pest/Disease
चीना,Generic
चीमें,Generic
चीलेठर,Generic
चु,Generic
चुकंदर,Crop
चुकुंदर,Crop
चुट्टा,Agriculture unit
चुड़नी,Generic
चुने,Soil Nutrient/Fertiliser
चुया,Generic
चुसर,Variety
चूका,Generic
चूजा,Generic
चूड़ा,Generic
चूर,Generic
चूले,Generic
चूसक,Pest/Disease
चूहा,Pest/Disease
चेक,Generic
चेचक,Pest/Disease
चेत्रक,Generic
चैट,Generic
चैट,Generic
चैतुआ,Variety
चैनल,Generic
चोकर,Generic
चौअन,Generic
चौआलिस,Numeral
चौक्स,Generic
चौड़ी,Generic
चौडि,Generic
चौदा,Numeral
चौबीस,Numeral
चौवन,Numeral
चौसट,Numeral
चौसठ,Numeral
छ,Generic
छः,Numeral
छछूंदर,Pest/Disease
छज्जो,Generic
छटाई,Generic
छपे,Generic
छब्बीस,Numeral
छरने,Generic
छले,Symptom
छव,Generic
छह,Numeral
छाट,Generic
छाप,Generic
छाया,Generic
छाले,Symptom
छाव,Generic
छिंटाएगा,Generic
छिट,Generic
छिटकाव,Generic
छिटना,Generic
छिटने,Generic
छिटा,Generic
छिटाइगा,Generic
छिटाएगा,Generic
छिटाता,Generic
छिटायगा,Generic
छिटाया,Generic
छिटाये,Generic
छिटायेगा,Generic
छिटेंगे,Generic
छिडकल,Generic
छिड़,Generic
छिड़क,Generic
छिड़कना,Generic
छिड़कने,Generic
छिड़का,Generic
छिड़काओ,Generic
छिड़काये,Generic
छिड़कार,Generic
छिड़काव,Generic
छिड़काव,Generic
छिड़के,Generic
छिड़के,Generic
छिड़े,Generic
छिडाके,Generic
छिता,Generic
छिद्र,Generic
छिमी,Generic
छियाके,Generic
छियालीस,Numeral
छियासठ,Numeral
छियासी,Numeral
छिरकाव,Generic
छिरके,Generic
छिला,Generic
छींट,Symptom
छींटते,Generic
छींटना,Generic
छींटने,Generic
छींटा,Generic
छींटाना,Generic
छींटायगा,Generic
छींटे,Generic
छींटें,Generic
छींटेगा,Generic
छींटे,Generic
छीटना,Generic
छीटने,Generic
छीटा,Generic
छीटाए,Generic
छीटाता,Generic
छीटाना,Generic
छीटायगा,Generic
छीटि,Pest/Disease
छीटे,Symptom
छीटें,Symptom
छीटेके,Symptom
छीटे,Symptom
छीड़के,Generic
छीना,Generic
छीनी,Generic
छीमी,Generic
छीर,Agriculture unit
छुआ,Crop
छुइया,Generic
छुपाचोर,Generic
छुला,Crop
छू,Generic
छूटके,Generic
छे,Generic
छेड़,Generic
छेड़ी,Generic
छेत्र,Agriculture unit
छेत्रा,Generic
छेद,Generic
छेदक,Pest/Disease
छेदने,Generic
छेदा,Symptom
छेदापन,Symptom
छेदी,Pest/Disease
छेमी,Pest/Disease
छेर,Agriculture unit
छेरने,Generic
छेरी,Crop
छे।,Generic
छोट,Generic
छोटा,Generic
छोटे,Generic
छोड़,Generic
छोड़कर,Generic
छोड़।,Generic
छौ,Generic
जंगल,Generic
जंगली,Generic
जइसन,Generic
जई,Crop
जख्म,Symptom
जग,Generic
जगह,Generic
जगहे,Generic
जगेली,Variety
जजवानी,Generic
जड़,Generic
जड़हन,Pest/Disease
जड़ी,Generic
जड़े,Generic
जड़ो,Generic
जड़ों,Generic
जनम,Generic
जनमता,Generic
जनमने,Generic
जनमबो,Generic
जनरली,Generic
जनवरी,Generic
जनवरी,Generic
जना,Generic
जन्नत,Generic
जन्म,Generic
जन्मता,Generic
जन्मा,Generic
जन्मा,Generic
जब,Generic
जबाब,Generic
जम,Generic
जमता,Generic
जमने,Generic
जमा,Generic
जमाए,Generic
जमाव,Generic
जमा।,Generic
जमी,Generic
जमीन,Generic
जय,Generic
जयपुट,Variety
जयपुरी,Variety
जर,Pest/Disease
जरने,Generic
जऱक्ता,Generic
जरा,Generic
जरुरत,Generic
जरुरी,Generic
जरूर,Generic
जरूरी,Generic
जरेगा,Generic
जर्मिनटे,Generic
जर्मिनेट,Generic
जर्मिनेशन,Generic
जर्मी,Generic
जल,Generic
जलकुंभी,Pest/Disease
जलकोभी,Generic
जलनता,Symptom
जलना,Symptom
जलने,Symptom
जलपा,Variety
जलबायु,Generic
जलम,Generic
जलाउने,Generic
जलाता।,Generic
जलाब,Generic
जलियान,Generic
जले,Symptom
जलेगा,Generic
जलोट,Generic
जल्द,Generic
जल्दी,Generic
जल्दी-जल्दी,Generic
जल्द,Generic
जल्ला,Generic
जल्लोरस्ट,Generic
जवा,Crop
जवान,Generic
जवाब,Generic
जवाब।,Generic
जसमठ,Generic
जस्टिफाई,Generic
जहर,Generic
जा,Generic
जांच,Generic
जाइ,Generic
जाइआरुढ़िया,Generic
जाइए,Generic
जाइमब,Generic
जाइये,Generic
जाई,Crop
जाई,Generic
जाए,Generic
जाएं,Generic
जाएंगे,Generic
जाएं,Generic
जाएगा,Generic
जाएगा।,Generic
जाएगी,Generic
जाएम,Generic
जाए।,Generic
जाओ,Generic
जाओ।,Generic
जाके,Generic
जाखम,Symptom
जाड़,Generic
जाड़े,Generic
जाता,Generic
जाता।,Generic
जातियां,Generic
जाती,Generic
जाते,Generic
जाते,Generic
जादे,Generic
जानकारी,Generic
जानकारी,Generic
जानते,Generic
जानना,Generic
जानवर,Generic
जानवरो,Generic
जाना,Generic
जाना,Generic
जानी,Generic
जाने,Generic
जाने।,Generic
जानो,Generic
जान,Generic
जाबे,Generic
जाम,Generic
जामता,Generic
जामनेशन,Generic
जामला,Generic
जाय,Generic
जाये,Generic
जायेगा,Generic
जायेगा,Generic
जाये।,Generic
जालपा,Generic
जाला,Generic
जालीनुमा,Symptom
जाव,Crop
जासे,Generic
जाहा,Generic
जि,Generic
जिंक,Soil Nutrient/Fertiliser
जिउ,Generic
जिक्र,Generic
जितना,Generic
जिनदो,Generic
जिनसे,Generic
जिबा,Generic
जिमोरे,Generic
जियत,Generic
जिला,Agriculture unit
जिला,Agriculture unit
जिले,Generic
जिस,Generic
जिसका,Generic
जिसमे,Generic
जिसमें,Generic
जिससे,Generic
जिसे,Generic
जिहु,Generic
जी,Generic
जींक,Generic
जीउड़ा,Generic
जीरा,Crop
जीरो,Numeral
जीव,Generic
जीवगो,Generic
जीवा,Generic
जीवाअमृत,Soil Nutrient/Fertiliser
जीवामृत,Soil Nutrient/Fertiliser
जीवित,Generic
जुआं,Generic
जुगाली,Generic
जुटेगा,Generic
जुड़ा,Generic
जुड़े,Generic
जुताई,Generic
जुलूस,Generic
जू,Generic
जूआँ,Generic
जूआड़ु,Generic
जूजी,Generic
जे,Generic
जेटीसर,Variety
जेनेरा,Generic
जेब,Generic
जेर,Crop
जैव,Generic
जैविक,Generic
जैसा,Generic
जैसी,Generic
जैसे,Generic
जॉन्डिस,Pest/Disease
जॉव,Crop
जो,Generic
जोई,Crop
जोउ,Crop
जोक,Generic
जोकि,Generic
जोक,Generic
जोग,Generic
जोगमिट,Generic
जोड़,Generic
जोड़नी,Generic
जोड़ी,Agriculture unit
जोड़ें,Generic
जोतवा,Generic
जोताई,Generic
जोताउआ,Generic
जोतायगा,Generic
जोतावेंगे,Generic
जोतुंग,Generic
जोन,Agriculture unit
जोनु,Generic
जोभा,Generic
जोर,Generic
जोरे,Generic
जौ,Crop
ज्ञान,Generic
ज्यादा,Generic
ज्यादा।,Generic
ज्यादे,Generic
ज्यूरी,Generic
ज्वार,Crop
झंगा,Generic
झटास,Generic
झड़,Generic
झड़का,Symptom
झड़ने,Symptom
झड़े,Symptom
झर,Generic
झरका,Symptom
झरता,Symptom
झरना,Generic
झरने,Generic
झलसा,Symptom
झा,Generic
झाट,Generic
झाड़,Generic
झार,Generic
झारखड़,Generic
झु,Generic
झुक,Generic
झुरापन,Symptom
झुलस,Symptom
झुलसते,Generic
झुलसना।,Symptom
झुलसा,Symptom
झुलसाव,Symptom
झुलाई,Generic
झूरी,Variety
झूलस,Symptom
झूलसा,Generic
झूलास,Generic
झूलासा,Symptom
झोला,Generic
टक,Generic
टच,Generic
टमाटर,Crop
टमाटरी,Crop
टमाटर,Crop
टमेटो,Crop
टमैटो,Crop
टर्बो,Generic
टहनिया,Generic
टहनियां,Generic
टहनी,Generic
टहने,Generic
टाइप,Generic
टाइम,Generic
टाइमिंग,Generic
टाइमिंग,Generic
टाइम,Generic
टाला,Generic
टिक,Generic
टिका,Generic
टिकोरा,Generic
टिड्डा,Pest/Disease
टिप,Generic
टिलर,Generic
टिलेज,Generic
टी,Generic
टीका,Generic
टीड,Pest/Disease
टीलर,Agriculture unit
टीलेज,Generic
टु,Generic
टुंगा,Generic
टुडे,Generic
टुनकी,Variety
टुसा,Generic
टू,Generic
टूट,Generic
टूल,Generic
टूसा,Pest/Disease
टेंपरेचर,Generic
टेंपरेचर,Generic
टेढ़ा,Generic
टेन,Numeral
टेम्परेचर,Generic
टेल,Generic
टेलर,Generic
टेलर्स,Generic
टेली,Generic
टेल्स,Generic
टैन्को,Generic
टैप,Generic
टैली,Generic
टॉप,Generic
टॉपिक,Generic
टॉयलेट,Generic
टो,Generic
टोपी,Generic
टोरी,Crop
ट्राइकोडर्म,Soil Nutrient/Fertiliser
ट्राइकोडर्मा,Generic
ट्राईकोडरमा,Generic
ट्राईसाईक्लाजोल,Generic
ट्रिप,Generic
ट्रीटमेंट,Generic
ट्रे,Generic
ट्रेक,Generic
ट्रेक्टर,Generic
ट्रेनिंग,Generic
ट्रेल,Generic
ट्रेलर,Generic
ठंड,Generic
ठंडा,Generic
ठंडी,Generic
ठंडीये,Pest/Disease
ठंडे,Generic
ठण्ड,Generic
ठन्डे,Generic
ठहर,Generic
ठहराओ,Generic
ठांस,Generic
ठाकुर,Generic
ठाकुर,Generic
ठाहत,Generic
ठीक,Generic
ठीकेगा,Generic
ठीक,Generic
ठुकने,Generic
ठेर,Generic
ठो,Generic
डंठल,Generic
डंडा,Generic
डंथल,Generic
डच,Generic
डन,Generic
डब्लू,Generic
डब्ल्यू,Generic
डब्ल्यूबीटी,Generic
डब्ल्यूबीटू,Variety
डर्मी,Generic
डलएगा,Generic
डलता,Generic
डलवाना,Generic
डलाइली,Generic
डलाई,Generic
डलाएगा,Generic
डलाता,Generic
डलाती,Generic
डलाते,Generic
डलाया,Generic
डलायेगा,Generic
डलाला,Generic
डलेला,Generic
डलैगा,Generic
डांट,Generic
डाइजीन,Generic
डाई,Generic
डाल,Generic
डालके।,Generic
डालती,Generic
डालते,Generic
डालना,Generic
डालना।,Generic
डालनी,Agriculture unit
डालने,Generic
डाला,Generic
डालाता,Generic
डाली,Generic
डालीह,Generic
डालु,Generic
डालूं,Generic
डाले,Generic
डालें,Generic
डालेंगे,Generic
डालेंगे,Generic
डालें,Generic
डालेगा,Generic
डालेगे,Generic
डाले।,Generic
डालो,Generic
डाल,Generic
डि,Generic
डिएसआर,Generic
डिग्री,Generic
डिजिटल,Generic
डिजीज,Pest/Disease
डिफर,Generic
डियो,Generic
डिसमल,Numeral
डिस्क्रिप्शन,Generic
डिस्टिक,Agriculture unit
डिस्ट्रिक्ट,Agriculture unit
डी,Generic
डीएपी,Soil Nutrient/Fertiliser
डीजे,Generic
डीप,Generic
डीपीएच,Generic
डीबीडब्ल्यू,Variety
डीभी,Generic
डीभीडब्ल्यू,Variety
डीलखना,Generic
डीलरशिप।,Generic
डुमरिया,Pest/Disease
डेट,Generic
डेटा,Generic
डेट,Crop
डेफ्ट,Generic
डेस्ट्रोएड,Generic
डॉक्टरी,Generic
डॉग,Generic
डोंदुड़,Generic
डोज,Generic
डोज़,Agriculture unit
डौंडी,Crop
ड्राई,Generic
ड्रिप,Agriculture unit
ड्रेन,Generic
ड्रैगन,Generic
ड्रॉप,Generic
ढंग,Generic
ढब,Generic
ढाई,Numeral
ढाले,Generic
ढोल,Generic
त,Generic
तंदरुस्त,Generic
तक,Generic
तकनिकी,Generic
तकनीक,Generic
तक।,Generic
तट,Generic
तत्व,Generic
तन,Generic
तनरोधित,Symptom
तना,Generic
तनाउदी,Generic
तनाछेदक,Pest/Disease
तनाज,Generic
तनावती,Generic
तनिक,Generic
तनी,Generic
तनीका,Generic
तनी,Generic
तनु,Generic
तब,Generic
तबीयत,Generic
तबीयत,Generic
तभी।,Generic
तम,Generic
तयारी,Generic
तर,Generic
तरफ,Generic
तरबूज,Crop
तरबूजा,Crop
तरमुज,Crop
तरल,Generic
तरसे,Generic
तरह,Generic
तरहा,Generic
तरह।,Generic
तरावती,Variety
तरी,Generic
तरीका,Generic
तरीका।,Generic
तरीके,Generic
तरीके,Generic
तरैया,Generic
तलाव,Generic
तल्ली,Generic
तवाड़े,Generic
ता,Generic
ताकि,Generic
ताज,Generic
ताड़,Crop
ताड़ी,Generic
तात,Generic
ताप,Generic
तापक्रम,Generic
तापमान,Generic
तापमान,Generic
तार,Generic
तारी,Generic
ताल,Generic
तालाब,Agriculture unit
ताहै,Generic
ता।,Generic
तिकुरापन,Generic
तितकी,Pest/Disease
तिताई,Pest/Disease
तिथि,Generic
तिया,Generic
तिरासी,Numeral
तिल,Crop
तिस,Generic
ती,Generic
तीता,Generic
तीन,Numeral
तीनसौ,Numeral
तीन।,Numeral
तीर,Generic
तीरा,Generic
तील,Crop
तील्ली,Generic
तीस,Numeral
तीसरा,Numeral
तीसरी,Numeral
तीसी,Crop
तुम,Generic
तुमको,Generic
तुमसे,Generic
तुम्हें,Generic
तुरंत,Generic
तुरंत।,Generic
तुलसी,Crop
तुला,Generic
तुवर,Crop
तुसक,Generic
तू,Generic
तेईस,Numeral
तेतालीस,Numeral
तेरा,Generic
तेल,Generic
तेलहन,Crop
तेल,Generic
तेहेत,Generic
तेहेरन,Generic
तैक्स,Generic
तैतालिस,Numeral
तैयार,Generic
तैयारी,Generic
तो,Generic
तोंडा,Generic
तोड़,Generic
तोड़ा,Generic
तोड़ी,Crop
तोन,Agriculture unit
तोर,Generic
तोरा,Generic
तोरा।,Generic
तोरी,Crop
तोहि,Generic
तो,Generic
त्रिकौलिया,Generic
त।,Generic
थन,Generic
थनेला,Generic
थनैल,Generic
थनैला,Generic
थन्ना,Generic
थन्ने,Generic
थल,Generic
थली,Generic
था,Generic
थाइनोटूमट,Generic
थाइरेड,Generic
थान,Generic
थानाल,Generic
थानाहिल,Generic
थानेसर,Generic
थायराड्मुल,Generic
थारने,Generic
था।,Generic
थिर,Generic
थी,Generic
थी।,Generic
थुर,Generic
थुरथुरी,Generic
थे,Generic
थेना,Generic
थे।,Generic
थैली,Generic
थोड़ा,Generic
थ्रिप्स,Pest/Disease
थ्री,Numeral
थ्रीव्स,Generic
थ्रेशर,Agriculture unit
द,Generic
दक्षिन,Generic
दगाने,Generic
दतुअन,Generic
दत्ताजी,Generic
ददहि,Generic
दफा।,Generic
दबा,Generic
दबाइएगा,Generic
दबाइये,Generic
दबाके,Generic
दबैले,Generic
दम,Generic
दर,Generic
दरभंगा,Generic
दरवारी,Generic
दर।,Generic
दलवाई,Generic
दलहन,Crop
दलाएगा,Generic
दलायगा,Generic
दलाल,Generic
दलिया,Generic
दवा,Generic
दवाइ,Generic
दवाइयों,Generic
दवाई,Generic
दवाई,Generic
दवाएं,Generic
दवाओं,Generic
दवाह,Generic
दवा,Generic
दशपन्नी,Variety
दस,Numeral
दसवो,Numeral
दसहरी,Variety
दस्पाइडी,Generic
दहिया,Generic
दहियारोग,Pest/Disease
दा,Generic
दांत,Generic
दाग,Symptom
दागी,Symptom
दान,Generic
दाना,Generic
दाने,Generic
दानो,Generic
दाब,Generic
दाबने,Generic
दाबा,Generic
दार,Generic
दारके,Generic
दाल,Crop
दालहन,Crop
दाल,Crop
दावा,Generic
दावा,Generic
दि,Generic
दिअर,Generic
दिअल,Generic
दिआयेगा,Generic
दिए,Generic
दिए।,Generic
दिका,Generic
दिक्का,Generic
दिख,Generic
दिखा,Generic
दिखाइए,Generic
दिखाई,Generic
दिखाएं,Generic
दिखाएं,Generic
दिखावे,Generic
दिघवारा,Agriculture unit
दिन,Generic
दिने,Generic
दिनो,Generic
दिनों,Generic
दिमक,Pest/Disease
दिमाग,Generic
दिया,Generic
दियार,Agriculture unit
दियाला,Generic
दिया।,Generic
दिये।,Generic
दिल,Generic
दिलमता,Generic
दिलाई,Generic
दिलाएगा,Generic
दिलाता,Generic
दिलाये,Generic
दिवाये,Generic
दिवेश,Generic
दिसंबर,Generic
दि।,Generic
दी,Generic
दीक,Generic
दीजिए,Generic
दीजिएगा।,Generic
दीजिए।,Generic
दीजिये,Generic
दीजिये,Generic
दीदी,Generic
दीदी,Generic
दीनने,Generic
दीया,Generic
दीर्घकारी,Generic
दीवाल,Generic
दी।,Generic
दु,Generic
दुओने,Generic
दुक्की,Generic
दुखन,Generic
दुगनी,Numeral
दुग्धा,Generic
दुधारू,Generic
दुनिया,Generic
दुबारा,Generic
दुरी,Generic
दुष्करि,Generic
दुसरका,Numeral
दुसो,Numeral
दू,Generic
दूध,Generic
दूर,Generic
दूसरा,Numeral
दूसरी,Numeral
दूसरे,Numeral
दे,Generic
दें,Generic
देंगे,Generic
देंगे।,Generic
दें।,Generic
देअल्जाइ,Generic
देकर,Generic
देके,Generic
देख,Generic
देखता,Generic
देखभाल,Generic
देखरेख,Generic
देखा,Generic
देखि,Generic
देखिये,Generic
देखिये।,Generic
देखे,Generic
देखें।,Generic
देखेगा,Generic
देखे।,Generic
देखो,Generic
देगा,Generic
देगा,Generic
देगी,Generic
देत,Generic
देतय,Generic
देता,Generic
देता,Generic
देती,Generic
देते,Generic
देते,Generic
देन,Generic
देना,Generic
देना।,Generic
देनी,Generic
देनी,Generic
देने,Generic
देन।,Generic
देबय,Generic
देबे,Generic
देम,Generic
देर,Generic
देरही,Generic
देरी,Generic
देला,Generic
देले,Generic
देले।,Generic
देव,Generic
देवड़ी,Variety
देवल,Generic
देवी,Generic
देवी।,Generic
देवे,Generic
देवै,Generic
देश,Generic
देह,Generic
देहाती,Generic
देहि,Generic
दे।,Generic
दैनित,Generic
दो,Numeral
दोनो,Numeral
दोबारा,Generic
दोमट,Generic
दोया,Generic
दोरोस,Generic
दोसर,Numeral
दोसा,Generic
दोस्तों,Generic
दो,Numeral
दौड़,Generic
ध,Generic
धइले,Generic
धड़,Generic
धन,Generic
धनपा,Generic
धनिया,Crop
धनिया,Crop
धन्ना,Crop
धन्ने,Crop
धन्यवाद,Generic
धन्यवाद,Generic
धब्बा,Symptom
धर,Generic
धरता,Generic
धरता।,Generic
धरने,Generic
धरले,Generic
धरा,Generic
धरे,Generic
धरेगा,Generic
धागी,Generic
धाती,Generic
धातु,Generic
धान,Crop
धानवा,Crop
धानु,Crop
धाने,Crop
धानो,Crop
धान,Crop
धाम,Generic
धार,Generic
धारण,Generic
धाव,Generic
धुआपन,Symptom
धुई,Generic
धुत्रास,Generic
धुप,Generic
धुवा,Pest/Disease
धूप,Generic
धूलि,Generic
धूसर,Generic
धोने,Generic
धोवे,Generic
ध्यान,Generic
न,Generic
नंबर,Numeral
नंबरवा,Numeral
नंबर,Numeral
नइ,Generic
नइखे,Generic
नई,Generic
नए,Generic
नजदीक,Generic
नदमा,Generic
नबी,Generic
नब्बे,Numeral
नम,Generic
नमि,Generic
नमितक,Generic
नमिन,Generic
नमी,Generic
नमे,Generic
नय,Generic
नया,Generic
नयी,Generic
नये,Generic
नरसिंह,Generic
नरसिम्हा,Generic
नरे,Generic
नर्सरी,Agriculture unit
नवंबर,Generic
नवंबर,Generic
नवतपुर,Generic
नवा,Generic
नष्ट,Generic
नसक,Generic
नसल,Variety
नसिब,Generic
नसीमेट,Generic
नस्ट,Generic
नस्ल,Variety
नस्ले,Variety
नस्लें,Variety
नस्ल,Variety
नहि,Generic
नही,Generic
नहीं,Generic
नहीं।,Generic
ना,Generic
नाइ,Generic
नाइट्रोजन,Soil Nutrient/Fertiliser
नाइन,Numeral
नाकरण,Generic
नागा,Variety
नाजाइम,Generic
नात्मक,Generic
नापारी,Agriculture unit
नाबरपुर,Generic
नाभि,Generic
नाम,Generic
नामा,Generic
नाम।,Generic
नायडे,Generic
नारियल,Crop
नाल,Agriculture unit
नाला,Generic
नावगोंदा,Generic
नाश,Generic
नाशक,Generic
नाशक।,Generic
नाशपती,Crop
नाशी,Generic
नास,Generic
नासक,Generic
नासिक,Generic
नास।,Generic
नाहारा,Generic
नाहीं,Generic
ना,Generic
निकल,Generic
निकलने,Generic
निकले,Generic
निकलेगा,Generic
निकाज,Generic
निकारन,Generic
निकाल,Generic
निकालता,Generic
निकाले,Generic
निकिता,Generic
निकोई,Generic
निगनुकोवेर,Generic
निचली,Generic
निचे,Generic
निटी,Generic
निदान,Generic
निदान,Generic
निधान,Generic
निमक,Soil Nutrient/Fertiliser
निमा,Generic
निमाटोड,Pest/Disease
निमामृत,Soil Nutrient/Fertiliser
निमास्त्र,Generic
निम्बू,Crop
नियंत्रक,Generic
नियंत्रण,Generic
नियंत्रण,Generic
नियम,Generic
नियम।,Generic
नियर,Generic
नियां,Generic
निराई,Generic
निरोग,Generic
निवारण,Generic
निवारण।,Generic
निवेश,Generic
निशाना,Generic
निष्कर्ष,Generic
निहारिका,Generic
निहारी,Generic
नींद,Generic
नींबू,Crop
नीकोई,Generic
नीकौनी,Generic
नीचा,Generic
नीचाई,Generic
नीचे,Generic
नीतीश,Generic
नीबोल,Generic
नीम,Generic
नीमच,Generic
नीमज,Generic
नीमट,Pest/Disease
नीमा,Crop
नीमास्त्र,Generic
नीरा,Generic
नीलगांव,Generic
नीलगाए,Generic
नीलगाय,Generic
नीला,Generic
नीह,Generic
नु,Generic
नुकसान,Generic
नुक्सान,Generic
नुट्रिएंट,Soil Nutrient/Fertiliser
नु।,Generic
ने,Generic
नेट,Generic
नेटुआ,Variety
नेड़,Agriculture unit
नेनुआ,Variety
नेम।,Soil Nutrient/Fertiliser
नै,Generic
नैना,Generic
नैनो,Generic
नो,Generic
नोफरवा,Generic
नौ,Numeral
नौतन,Generic
न।,Generic
पंकजवा,Generic
पंचानबे,Numeral
पंचायत,Generic
पंजाब,Generic
पंद्रह,Numeral
पक,Generic
पकड़,Generic
पकड़ता,Generic
पकड़ती,Generic
पकड़ा,Generic
पकने,Generic
पकरिया,Generic
पकाओ,Generic
पके,Generic
पकेगा,Generic
पक्ति,Generic
पख्खा,Generic
पगरी,Generic
पगुड़ी,Generic
पगुरी,Generic
पचपन,Numeral
पचा,Generic
पचास,Numeral
पचीस,Numeral
पच्चास,Numeral
पच्चीस,Numeral
पछत्तर,Numeral
पछत्तर,Numeral
पछात,Generic
पछेसी,Crop
पछोत,Generic
पट,Generic
